Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Country,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (C),Air temperature (F),Ta_h (C),Ta_h (F),Ta_m (C),Ta_m (F),Ta_l (C),Ta_l (F),Operative temperature (C),Operative temperature (F),Radiant temperature (C),Radiant temperature (F),Globe temperature (C),Globe temperature (F),Tg_h (C),Tg_h (F),Tg_m (C),Tg_m (F),Tg_l (C),Tg_l (F),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Subject«s height (cm),Subject«s weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (C),Outdoor monthly air temperature (F),Database
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,0.0,1.0,no change,,,,-0.3,7.0,24.21,0.68,1.2,,,,,22.7,72.9,,,,,,,,,,,,,23.3,73.9,,,23.0,73.3,22.5,,,0.05,9.84,,,,,,,,,,,,,,16.0,61.0,Database 2
"Langevin J, Gurian PL, & Wen J. åÊ(2015). Tracking the human-building interaction: A longitudinal field study of occ upant behavior in air-conditioned offices. åÊJournal of Environmental Psychology, 42, 94-115.",Langevin J.,2015.0,Spring,Cfa,Humid subtropical,Philadelphia,USA,Office,Mixed Mode,Air Conditioned,Mechanical Heating,,Male,-1.0,1.0,,,,5.0,,,,0.43,,,1.1,,1.1,23.8,74.9,,,23.8,74.9,,,23.7,74.7,,,,,,,23.6,74.5,,,26.8,,,0.03,5.3,,,0.03,5.3,,,,,,,,,,11.0,51.8,Database 2
"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Autumn,Cfa,Humid subtropical,Guangzhou,China,Classroom,Naturally Ventilated,,,,,-1.0,1.0,,,,5.0,-1.1,31.0,20.27,0.55,1.6,,,,,18.9,66.0,18.9,66.0,18.9,66.0,18.8,65.8,,,19.5,67.2,,,19.2,66.6,19.2,66.6,19.1,66.4,22.5,,,0.31,61.68,0.27,53.19,0.32,63.04,0.35,68.95,,,,,,,,24.0,75.0,Database 2
"Romero, R. A., Boj—rquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, MŽxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Spring,Aw,Tropical wet savanna,MÌ©rida,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,3.0,,,,,,,,,,,,,,,39.4,102.9,,,,,,,,,,,,,39.8,103.6,,,,,25.0,,,0.9,177.17,,,,,,,170.0,,,,,,,21.1,70.0,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,2.0,1.0,no change,,,,1.1,33.0,30.23,0.75,1.8,,,,,25.8,78.5,,,,,,,,,,,,,26.0,78.8,,,,,22.2,,,0.03,5.91,,,,,,,,,,,,,,16.0,61.0,Database 2
"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Indonesia,Office,Air Conditioned,,,30.0,Female,0.0,,,,,,,,,0.63,1.0,,,,,26.0,78.8,,,26.0,78.8,,,26.4,79.5,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,Database 1
"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Germany,Office,Mixed Mode,Unknown,,,,1.0,,cooler,,,4.5,,,,0.54,1.2,,,,,25.7,78.3,,,,,,,,,,,,,,,,,,,31.4,,,0.01,1.97,,,,,,,,,1.0,0.0,1.0,1.0,0.0,16.1,61.0,Database 2
"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Pakistan,,Naturally Ventilated,,,35.0,Female,0.0,,no change,,,,1.86,70.16,32.98,0.96,0.89,,,,,30.3,86.5,,,30.3,86.5,,,30.2,86.4,30.2,86.3,30.2,86.4,,,30.2,86.4,,,69.0,,,0.19,37.85,,,0.19,37.85,,,,,,,,,,,,Database 1
,David Rowe,1995.0,Autumn,Cfa,Humid subtropical,Sydney,Australia,Office,Mixed Mode,Unknown,,,Female,2.0,0.0,cooler,0.0,more,2.0,0.47,9.62,27.68,1.07,1.11,,,,,23.0,73.4,,,23.0,73.4,,,23.6,74.4,24.1,75.4,,,,,,,,,59.0,,,0.08,15.75,,,0.08,15.75,,,,,,,,,,,,Database 1
"A. Wagner, C. Moosmann, Th. Gropp, E. Gossauer, R. Leonhart: Thermal Comfort and Workspace Occupant Satisfaction - Results of Field Studies in German Low Energy Office Buildings. Journal of Energy & Buildings, Volume 39 (7), 2007",Cornelia Moosmann,2005.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Germany,Office,Naturally Ventilated,,,41.0,Male,0.0,,no change,,,,-0.3,7.0,24.08,0.61,1.0,,,,,25.6,78.1,,,,,,,24.7,76.5,,,,,,,,,,,27.0,more humid,1.0,0.1,19.68,,,,,,,,,0.0,,1.0,1.0,,22.5,72.5,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Summer,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,-1.0,0.0,warmer,,,,0.2,6.0,25.57,0.57,1.2,,,,,25.4,77.7,,,,,,,,,,,,,25.5,77.9,,,,,54.1,,,0.24,47.41,,,,,,,,,,,,,,16.0,61.0,Database 2
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,Spring,Aw,Tropical wet savanna,Chennai,India,Office,Mixed Mode,Air Conditioned,,,Female,3.0,0.0,cooler,,more,,0.5,10.0,26.95,0.84,1.0,,,,,25.6,78.1,,,,,,,,,,,,,25.4,77.7,,,,,53.0,,,0.03,5.91,,,,,,,,49.0,,,0.0,0.0,,30.4,86.7,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Summer,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,0.0,1.0,no change,,,,1.0,27.0,28.81,0.57,1.6,,,,,27.0,80.5,,,,,,,,,,,,,26.8,80.2,,,,,29.6,,,0.07,14.11,,,,,,,,,,,,,,16.0,61.0,Database 2
"Deuble M., et al. ""Occupant comfort in naturally ventilated and mixed-mode spaces within air-conditioned offices."" Architectural Science Review 53.3 (2010): 297-306.",Max Deuble and Richard de Dear,2009.0,Summer,Cfa,Humid subtropical,Sydney,Australia,Office,Mixed Mode,Air Conditioned,Mechanical Heating,35.0,Male,1.0,0.0,cooler,0.0,more,,-0.5,11.0,23.21,0.52,1.1,,,,,23.4,74.1,,,23.4,74.1,,,23.4,74.1,,,,,,,23.4,74.1,,,62.2,,,0.03,5.91,,,0.03,5.91,,,,,,,1.0,,,22.0,72.0,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,-1.0,0.0,warmer,,,,-0.8,18.0,22.47,0.78,1.3,,,,,18.5,65.3,,,,,,,,,,,,,19.8,67.6,,,19.5,67.1,42.8,,,0.04,7.87,,,,,,,,,,,,,,4.0,39.0,Database 2
"Teli, D., Jentsch, M. F., & James, P. A. (2012). Naturally ventilated classrooms: An assessment of existing comfort models for predicting the thermal sensation and preference of primary school children. Energy and Buildings, 53, 166-182.",Despoina Teli,2011.0,Spring,Dfb,Warm-summer humid continental,Hampshire,UK,Classroom,Naturally Ventilated,,,,,-1.0,,,,,,0.0,5.0,24.8,0.4,1.2,,,,,24.9,76.8,,,,,,,25.0,77.0,25.2,77.3,,,,,,,,,59.5,,,0.08,15.86,,,,,,,,,,,,,,18.3,64.9,Database 2
"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1994.0,Winter,BWh,Hot desert,Peshawar,Pakistan,,Naturally Ventilated,,,16.0,Male,-3.0,,no change,,,,-0.69,15.0,22.89,1.78,1.13,,,,,15.1,59.2,,,15.1,59.2,,,15.3,59.5,15.5,59.8,15.4,59.7,,,15.4,59.7,,,67.7,,,0.57,111.6,,,0.57,111.6,,,,,,,,,,,,Database 1
"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",Shivraj Dhaka and Jyotirmay Mathur,2011.0,Winter,BSh,Hot semi-arid,Jaipur,India,Classroom,Air Conditioned,,,23.0,Male,0.0,,cooler,,,5.0,,,,0.82,1.2,,,,,25.7,78.3,,,,,,,,,,,,,,,,,,,41.4,no change,0.0,0.24,47.24,,,,,,,182.9,80.0,1.0,0.0,0.0,1.0,,25.7,78.2,Database 2
"Manu, S., Shukla, Y., Rawal, R., Thomas, L. E., & de Dear, R. (2016). Field studies of thermal comfort across multiple climate zones for the subcontinent: India Model for Adaptive Comfort (IMAC). Building and Environment, 98, 55‰ÛÒ70.",Sanyogita Manu,2012.0,Winter,BSh,Hot semi-arid,Ahmedabad,India,Office,Mixed Mode,Naturally Ventilated,,35.0,Male,-1.0,1.0,no change,,no change,5.0,0.3,7.0,26.12,0.61,1.3,,,,,24.0,75.2,24.0,75.2,,,,,,,,,,,24.3,75.7,,,,,45.7,,,0.02,3.94,0.02,3.94,,,,,182.9,89.0,,,0.0,,0.0,21.3,70.3,Database 2
"Honnekeri, A. Pigman, M. C. Zhang, H. Arens, E. Fountain, M. Zhai, Y. Dutton, S. Use of adaptive actions and thermal comfort in a naturally ventilated office, Proceedings of the 13th International Conference Indoor Air (2014) Hong Kong.",Anoop Honnekeri,2012.0,Winter,Csc,Cool-summer Mediterranean,Alameda,USA,Office,Naturally Ventilated,,,,,0.1,0.0,no change,1.0,no change,,,,,0.66,,,,,,22.1,71.8,22.1,71.8,,,,,,,,,,,,,,,,,41.9,,,,,,,,,,,,,,0.0,,,1.0,7.8,46.0,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,1.0,1.0,cooler,,,,-0.2,6.0,24.33,0.7,1.2,,,,,22.4,72.3,,,,,,,,,,,,,22.4,72.3,,,,,39.8,,,0.02,3.94,,,,,,,,,,,,,,16.0,61.0,Database 2
"Cena, K. and de Dear, R. (1999) ""Field Study of Occupant Comfort and Office Thermal Environments In a Hot-Arid Climate"" ASHRAE Transactions, 105(2)",Krzysztof Cena,1997.0,Winter,BSh,Hot semi-arid,Kalgoorlie,Australia,Office,Air Conditioned,,,53.0,Female,-1.0,1.0,no change,1.0,more,5,0.04,5.03,26.02,1.05,1.38,1.718213058,1.030927835,1.030927835,1.718213058,19.9,67.8,21.0,69.7,19.8,67.6,18.8,65.9,19.9,67.9,20.0,68.0,20.0,67.9,20.9,69.6,20.0,67.9,19.0,66.2,45.4,,,0.07,13.71,0.12,24.21,0.04,7.09,0.05,9.84,,,,,,,,,,Database 1
"Li Junge,Yang Liu,Lia Jiaping. Adaptive thermal comfort model for hot summer and cold winter zone. HV&AC, 2008, 38(7):20-24.",Yufeng Zhang,2006.0,Winter,Cfa,Humid subtropical,Nanyang,China,Others,,,Mechanical Heating,,,3.0,,,,,,,,,1.12,,,,,,19.0,66.2,,,,,,,,,,,,,,,,,,,42.0,,,0.01,2.44,,,,,,,,,,,,,,12.0,53.6,Database 2
"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.63,2.9,,,,,31.4,88.4,,,,,,,,,,,,,,,,,,,26.8,,,0.09,17.72,,,,,,,,,,,,,,17.0,62.6,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Summer,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,0.0,1.0,cooler,,,,-0.1,5.0,24.96,0.83,1.3,,,,,21.4,70.5,,,,,,,,,,,,,21.4,70.4,,,,,38.5,,,0.04,7.87,,,,,,,,,,,,,,16.0,61.0,Database 2
"Manu, S., Shukla, Y., Rawal, R., Thomas, L. E., & de Dear, R. (2016). Field studies of thermal comfort across multiple climate zones for the subcontinent: India Model for Adaptive Comfort (IMAC). Building and Environment, 98, 55‰ÛÒ70.",Sanyogita Manu,2012.0,Summer,Cwa,Monsoon-influenced humid subtropical,Delhi,India,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,35.0,Male,0.0,1.0,no change,,no change,6.0,1.9,73.0,34.72,0.73,1.3,,,,,30.2,86.4,30.2,86.4,,,,,,,,,,,29.7,85.5,,,,,73.7,,,0.11,20.67,0.11,20.67,,,,,165.1,60.0,,0.0,0.0,,0.0,30.9,87.6,Database 2
"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Portugal,Others,Mixed Mode,Unknown,Mechanical Heating,,Male,0.0,,no change,,less,,0.4,8.0,27.15,0.79,1.3,,,,,22.2,71.9,,,,,,,,,29.2,84.6,23.8,74.8,,,,,,,46.8,no change,0.0,0.08,15.75,,,,,,,,,,,,,,9.4,48.9,Database 2
"Deuble M., et al. ""Occupant comfort in naturally ventilated and mixed-mode spaces within air-conditioned offices."" Architectural Science Review 53.3 (2010): 297-306.",Max Deuble and Richard de Dear,2010.0,Summer,Cfa,Humid subtropical,Sydney,Australia,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,35.0,Male,1.0,1.0,no change,1.0,more,,-0.4,8.0,24.22,0.5,1.2,,,,,23.7,74.7,,,23.7,74.7,,,23.9,75.0,,,,,,,23.9,74.9,,,62.4,,,0.14,27.56,,,0.14,27.58,,,,,,,1.0,,,22.0,72.0,Database 2
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,Spring,Aw,Tropical wet savanna,Chennai,India,Office,Mixed Mode,Air Conditioned,,,Female,0.0,1.0,no change,,no change,,0.7,16.0,27.44,0.75,1.0,,,,,27.1,80.8,,,,,,,,,,,,,26.6,79.9,,,,,46.0,,,0.01,1.97,,,,,,,,58.0,,,0.0,0.0,,30.4,86.7,Database 2
"Han J, Yang W, Zhou J, et al. A comparative analysis of urban and rural residential thermal comfort under natural ventilation environment. Energy & Buildings, 2009, 41(2):139-145.",Yufeng Zhang,2007.0,Summer,Cfa,Humid subtropical,Yueyang,China,Multifamily housing,Naturally Ventilated,,,,,2.0,1.0,,,,,1.7,63.0,30.9,0.37,1.0,,,,,30.7,87.2,30.3,86.5,30.7,87.3,31.0,87.8,,,30.4,86.8,,,29.9,85.8,30.6,87.1,31.1,88.0,69.8,,,0.14,28.22,0.16,31.52,0.14,27.58,0.13,25.61,,,,,,,,24.0,75.2,Database 2
"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk.",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Brazil,Classroom,Mixed Mode,Air Conditioned,,20.0,Male,1.0,1.0,,1.0,more,,,,,0.31,1.2,,,,,28.2,82.7,,,,,,,,,,,,,,,,,,,52.2,,,0.2,39.37,,,,,,,189.0,75.0,,,1.0,,,23.0,73.4,Database 2
"Kwok, A.G. ""Thermal Comfort in Tropical Classrooms."" ASHRAE Trans., V. 104 (1), 1998.",Alison Kwok,1996.0,Winter,As,Tropical dry savanna,Honolulu,USA,Classroom,Air Conditioned,,,18.0,Male,-1.5,1.0,no change,,no change,5,,,,0.59,1.2,,,,,,,22.4,72.3,,,,,22.2,72.0,,,22.1,71.7,22.1,71.7,,,,,66.4,,,,,0.16,31.65,,,,,,,,,,,,,,Database 1
"Langevin J, Gurian PL, & Wen J. åÊ(2015). Tracking the human-building interaction: A longitudinal field study of occ upant behavior in air-conditioned offices. åÊJournal of Environmental Psychology, 42, 94-115.",Langevin J.,2015.0,Spring,Cfa,Humid subtropical,Philadelphia,USA,Office,Mixed Mode,Air Conditioned,Mechanical Heating,,Male,0.0,1.0,,,,5.0,,,,0.5,,,1.4,,2.0,23.4,74.2,,,23.4,74.2,,,23.3,74.0,,,,,,,23.2,73.8,,,32.3,,,0.03,5.3,,,0.03,5.3,,,,,,,,,,19.0,66.2,Database 2
"Langevin J, Gurian PL, & Wen J. åÊ(2015). Tracking the human-building interaction: A longitudinal field study of occ upant behavior in air-conditioned offices. åÊJournal of Environmental Psychology, 42, 94-115.",Langevin J.,2015.0,Spring,Cfa,Humid subtropical,Philadelphia,USA,Office,Mixed Mode,Air Conditioned,Mechanical Heating,,Male,0.0,1.0,,,,5.0,,,,0.58,,,1.0,,1.4,24.5,76.0,,,24.5,76.0,,,24.5,76.0,,,,,,,24.5,76.0,,,31.0,,,0.03,5.3,,,0.03,5.3,,,,,,,,,,17.0,62.6,Database 2
"Luo, M. Zhou, X. Zhu Y., Zhang, D. Cao, B. Exploring the dynamic process of human thermal adaptation: A study in teaching building, Energy and Buildings 127 (2016), 425-432.",Maohui Luo,2012.0,Winter,Cfa,Humid subtropical,Shanghai,China,Classroom,Naturally Ventilated,,,,Female,0.0,1.0,no change,,no change,5,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,more humid,1.0,,,,,,,,,,,,,,,,,,Database 2
"Luo, M. Zhou, X. Zhu Y., Zhang, D. Cao, B. Exploring the dynamic process of human thermal adaptation: A study in teaching building, Energy and Buildings 127 (2016), 425-432.",Maohui Luo,2012.0,Winter,Cfa,Humid subtropical,Shanghai,China,Classroom,Naturally Ventilated,,,,Male,0.0,1.0,no change,,no change,5,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,no change,0.0,,,,,,,,,163.0,60.0,,,,,,,,Database 2
"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Germany,Office,Naturally Ventilated,,,,,2.0,,cooler,,,4.5,,,,0.48,1.2,,,,,28.1,82.5,,,,,,,,,,,,,,,,,,,43.8,,,0.2,39.37,,,,,,,,,1.0,0.0,1.0,1.0,0.0,21.0,69.8,Database 2
"Cena, K. and de Dear, R. (1999) ""Field Study of Occupant Comfort and Office Thermal Environments In a Hot-Arid Climate"" ASHRAE Transactions, 105(2)",Krzysztof Cena,1997.0,Winter,BSh,Hot semi-arid,Kalgoorlie,Australia,Office,Air Conditioned,,,23.0,,1.2,0.0,cooler,1.0,more,5,-1.04,28.0,21.73,0.54,1.12,1.116838488,1.116838488,1.116838488,1.116838488,21.8,71.3,23.2,73.8,21.8,71.2,20.5,68.9,21.9,71.4,22.0,71.6,21.9,71.4,23.2,73.7,22.0,71.6,20.5,69.0,40.5,,,0.1,20.01,0.12,23.82,0.13,25.39,0.06,10.83,,,,,,,,,,Database 1
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Summer,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,1.0,0.0,cooler,,,,0.1,5.0,25.54,0.72,1.3,,,,,22.6,72.7,,,,,,,,,,,,,22.6,72.6,,,,,54.7,,,0.02,4.1,,,,,,,,,,,,,,16.0,61.0,Database 2
"Jin, L., Meng, Q., Zhao, L., Zhang, Y., & Chen, L. (2013). Indoor environment and thermal comfort in rural houses in east Guangdong of China. J Civ Archit Environ Eng, 35(2), 105e12.",Yufeng Zhang,2011.0,Summer,Cfa,Humid subtropical,Chaozhou,China,Multifamily housing,Naturally Ventilated,,,,,3.0,1.0,,,,5.0,,,,0.34,2.0,,,,,31.0,87.8,,,,,,,,,34.2,93.5,,,,,,,,,,,,0.41,80.71,,,,,,,,,,,,,,11.0,51.8,Database 2
"Candido, C.M., 2010. Indoor air movement acceptability and thermal comfort in hot-humid climates.","Candido, Christhina Maria",2010.0,Winter,Am,Tropical monsoon,Maceio,Brazil,Classroom,Naturally Ventilated,,,19.0,Female,0.0,,no change,1.0,no change,,0.0,5.0,24.1,0.5,1.2,,,,,26.4,79.6,,,,,,,26.4,79.6,,,,,27.5,81.5,,,,,66.4,,,0.64,125.2,,,,,,,166.0,53.0,,0.0,,,,25.0,77.0,Database 2
"Kwok, A.G. ""Thermal Comfort in Tropical Classrooms."" ASHRAE Trans., V. 104 (1), 1998.",Alison Kwok,1995.0,Autumn,As,Tropical dry savanna,Honolulu,USA,Classroom,Air Conditioned,,,17.0,Female,-1.2,1.0,no change,,more,6,,,,0.4,1.2,,,,,,,23.8,74.9,,,,,23.6,74.4,,,19.4,67.0,19.4,67.0,,,,,47.0,,,,,0.08,16.32,,,,,,,,,,,,,,Database 1
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Summer,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,0.0,1.0,warmer,,,,0.1,5.0,25.98,0.8,1.2,,,,,22.3,72.1,,,,,,,,,,,,,23.3,73.9,,,23.4,74.2,33.9,,,0.12,23.62,,,,,,,,,,,,,,4.0,39.0,Database 2
"Deuble M., et al. ""Occupant comfort in naturally ventilated and mixed-mode spaces within air-conditioned offices."" Architectural Science Review 53.3 (2010): 297-306.",Max Deuble and Richard de Dear,2009.0,Summer,Cfa,Humid subtropical,Sydney,Australia,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,35.0,Male,2.0,0.0,cooler,0.0,more,,-0.3,7.0,23.74,0.43,1.1,,,,,24.6,76.3,,,24.6,76.3,,,24.6,76.3,,,,,,,24.6,76.3,,,55.2,,,0.07,13.78,,,0.07,13.79,,,,,,,0.0,1.0,,22.0,72.0,Database 2
"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk.",Renata De Vecchi,2010.0,Summer,Cfa,Humid subtropical,Florianopolis,Brazil,Classroom,Mixed Mode,Naturally Ventilated,,20.0,Female,1.0,1.0,,1.0,more,,,,,0.43,1.0,,,,,27.2,81.0,,,,,,,,,,,,,,,,,,,64.9,,,0.8,157.48,,,,,,,162.0,56.0,,,1.0,,,25.0,77.0,Database 2
"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk.",Renata De Vecchi,2010.0,Winter,Cfa,Humid subtropical,Florianopolis,Brazil,Office,Mixed Mode,Naturally Ventilated,,24.0,Female,0.0,1.0,no change,1.0,no change,,,,,0.57,1.0,,,,,22.7,72.9,,,,,,,,,,,,,,,,,,,73.6,,,0.2,39.37,,,,,,,166.0,75.0,,,1.0,,,19.0,66.2,Database 2
"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Malaysia,Multifamily housing,Naturally Ventilated,,,25.0,Female,-2.0,1.0,no change,,,,,,,0.27,1.0,,,,,30.3,86.5,,,,,,,,,,,,,30.4,86.7,,,,,71.0,drier,,0.4,78.74,,,,,,,162.0,40.0,,1.0,1.0,1.0,,28.0,82.4,Database 2
"A. Wagner, C. Moosmann, Th. Gropp, E. Gossauer, R. Leonhart: Thermal Comfort and Workspace Occupant Satisfaction - Results of Field Studies in German Low Energy Office Buildings. Journal of Energy & Buildings, Volume 39 (7), 2007",Cornelia Moosmann,2005.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Germany,Office,Naturally Ventilated,,,31.0,Male,3.0,,cooler,,,,0.3,6.0,25.06,0.97,1.0,,,,,27.1,80.8,,,,,,,27.7,81.8,,,,,,,,,,,43.5,more humid,1.0,4.44,873.93,,,,,,,,,0.0,,1.0,1.0,,22.5,72.5,Database 2
"Konis, Kyle.""Evaluating daylighting effectiveness and occupant visual comfort in a side-lit open-plan office building in San Francisco, California"". Building and Environment 59. 1 (2013); 662-667.",Kyle Konis,2010.0,Summer,Csb,Warm-summer Mediterranean,San Francisco,USA,Office,Mixed Mode,Unknown,,,,,,,,,3.5,,,,,,,,,,22.7,72.9,22.7,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,62.7,Database 2
